idx	imgs	err1	err2	res1	res2
716	3-15##3-3	-1	0	{'org_sentence': 'In the picture on the left, there are chicks that have not grown up, and in the picture on the right, there are at least three or more chickens.', 'sentence': 'In the picture on the left, there are chicks that have not grown up, and in the picture on the right, there are at least three or more chickens.', 'prediction': 1, 'label': 0}	{'org_sentence': 'In the picture on the left, there are chicks that have not grown up, and in the picture on the right, there are at least three or more chickens.', 'sentence': 'Left part scenario:a field ,right part scenario: two chickens eating out of a silver can. Therefore, the sentence is right or wrong: In the picture on the left, there are chicks that have not grown up, and in the picture on the right, there are at least three or more chickens.', 'prediction': 0, 'label': 0}
719	26-7##26-8	0	1	{'org_sentence': 'The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'sentence': 'The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'sentence': 'Left part scenario:carrots ,right part scenario: carrots. Therefore, the sentence is right or wrong: The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'prediction': 0, 'label': 1}
720	26-6##26-10	0	1	{'org_sentence': 'The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'sentence': 'The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'sentence': 'Left part scenario:carrots ,right part scenario: a smoothie. Therefore, the sentence is right or wrong: The carrots in the two pictures have been harvested and no trace of soil can be seen.', 'prediction': 0, 'label': 1}
723	1-3##1-13	0	-1	{'org_sentence': 'There is exactly one sparrow in the left picture, and exactly two sparrows in the right picture.', 'sentence': 'There is exactly one sparrow in the left picture, and exactly two sparrows in the right picture.', 'prediction': 0, 'label': 0}	{'org_sentence': 'There is exactly one sparrow in the left picture, and exactly two sparrows in the right picture.', 'sentence': 'Left part scenario:a bird on a wire ,right part scenario: a bird on a fence. Therefore, the sentence is right or wrong: There is exactly one sparrow in the left picture, and exactly two sparrows in the right picture.', 'prediction': 1, 'label': 0}
727	53-15##53-16	0	1	{'org_sentence': 'Only one of the dumplings in the two pictures is definitely placed on a square plate.', 'sentence': 'Only one of the dumplings in the two pictures is definitely placed on a square plate.', 'prediction': 1, 'label': 1}	{'org_sentence': 'Only one of the dumplings in the two pictures is definitely placed on a square plate.', 'sentence': 'Left part scenario:plate of food ,right part scenario: donuts. Therefore, the sentence is right or wrong: Only one of the dumplings in the two pictures is definitely placed on a square plate.', 'prediction': 0, 'label': 1}
731	7-6##7-3	0	-1	{'org_sentence': 'The picture on the right happens to have only one mouse, and the mouse on the left has white fur.', 'sentence': 'The picture on the right happens to have only one mouse, and the mouse on the left has white fur.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The picture on the right happens to have only one mouse, and the mouse on the left has white fur.', 'sentence': 'Left part scenario:mouse eating food ,right part scenario: rats on a shelf. Therefore, the sentence is right or wrong: The picture on the right happens to have only one mouse, and the mouse on the left has white fur.', 'prediction': 1, 'label': 0}
736	16-9##16-10	0	1	{'org_sentence': 'In the picture on the right, you can see an obvious main pine tree, with the sky behind the pine tree in the background.', 'sentence': 'In the picture on the right, you can see an obvious main pine tree, with the sky behind the pine tree in the background.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In the picture on the right, you can see an obvious main pine tree, with the sky behind the pine tree in the background.', 'sentence': 'Left part scenario:winter ,right part scenario: a tree in the sky. Therefore, the sentence is right or wrong: In the picture on the right, you can see an obvious main pine tree, with the sky behind the pine tree in the background.', 'prediction': 0, 'label': 1}
737	50-4##50-5	0	1	{'org_sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'sentence': 'Left part scenario:marching band ,right part scenario: marching band. Therefore, the sentence is right or wrong: In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'prediction': 0, 'label': 1}
739	50-6##50-12	1	0	{'org_sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'prediction': 0, 'label': 1}	{'org_sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'sentence': 'Left part scenario:studio ,right part scenario: a concert. Therefore, the sentence is right or wrong: In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'prediction': 1, 'label': 1}
740	50-9##50-13	-1	0	{'org_sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'prediction': 1, 'label': 0}	{'org_sentence': 'In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'sentence': 'Left part scenario:a bar scene ,right part scenario: a drum set. Therefore, the sentence is right or wrong: In one picture, there is a white drum with drum sticks. In the other picture, you can see more than one drum.', 'prediction': 0, 'label': 0}
742	58-3##58-2	0	1	{'org_sentence': 'The picture on the right contains a jug and a glass of milk, while the milk on the left is in a cup or glass bottle.', 'sentence': 'The picture on the right contains a jug and a glass of milk, while the milk on the left is in a cup or glass bottle.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The picture on the right contains a jug and a glass of milk, while the milk on the left is in a cup or glass bottle.', 'sentence': 'Left part scenario:a refrigerator filled with bottles of milk ,right part scenario: a glass of milk. Therefore, the sentence is right or wrong: The milk in one of the pictures is neatly stacked and unopened.', 'prediction': 0, 'label': 1}
744	58-8##58-5	-1	0	{'org_sentence': 'The picture on the right contains a jug and a glass of milk, while the milk on the left is in a cup or glass bottle.', 'sentence': 'The picture on the right contains a jug and a glass of milk, while the milk on the left is in a cup or glass bottle.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The picture on the right contains a jug and a glass of milk, while the milk on the left is in a cup or glass bottle.', 'sentence': 'Left part scenario:a wooden table ,right part scenario: a grassy field. Therefore, the sentence is right or wrong: The milk in one of the pictures is neatly stacked and unopened.', 'prediction': 0, 'label': 0}
